track_id,name,artist,label,genre,bpm,key,confidence_score,is_outlier,outlier_reasons,rules_matched,rules_failed
141616577,Datura ,Andre Galluzzi & Daniel Stefanik,Invade Records,Minimal,127.0,Bbm,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
245242993,A2 Untitled 2 VINYL ONLY ,Mark Ambrose,Curated by Time,Tech House,124.87,Bbm,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
166661927,Satisfaction (Tuccillo Dub Mix),AKA Adeline,Liveism,Minimal / Deep Tech,127.0,Cm,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
9184875,Somaj Technics VINYL ONLY ,B2 Priku,Berg Audio,Minimal,127.99,Fm,85.0,no,,bpm_within_p10_p90; genre_in_top8; label_in_top15; artist_in_flow_corpus,key_in_top8
111000059,A1 FTL Mode VINYL ONLY ,"Giammarco Orsini, Pancratio",One Trip To Avyon,Tech House,130.0,A,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
134351860,Rising Sun (Original Mix),Markus Suckut,SCKT,Techno (Raw / Deep / Hypnotic),128.0,G,85.0,no,,bpm_within_p10_p90; genre_in_top8; label_in_top15; artist_in_flow_corpus,key_in_top8
237874330,Waiting feat. Emma Barber (Original Mix),"Enzo Leep, Emma Barber, Alffie, Enzo Leep & Alffie",Get Physical Music,Minimal / Deep Tech,127.0,E,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
212869212,Nothings Changed,Dennis Quin,House Puff Records,Deep House,126.0,E,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
55660571,B1pres107,"Chez Damier, Ron Trent & M.D",Prescription,House,124.03,E,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
172967576,No Aura (Original Mix),Steve O'Sullivan,Phonogramme,Minimal / Deep Tech,130.0,Eb,85.0,no,,bpm_within_p10_p90; genre_in_top8; label_in_top15; artist_in_flow_corpus,key_in_top8
170835475,A1 Howl001.1 VINYL ONLY ,Verrina & Ventura,Howl,Minimal,126.0,Abm,85.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; artist_in_flow_corpus,label_in_top15
189097017,Keep It VINYL ONLY ,Porter,Certain Circles,Tech House,125.98,Dm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
155791262,Mind Twister (Original Mix),Kolter,Berg Audio,Minimal / Deep Tech,130.0,Dm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
210793784,Would VINYL ONLY ,A1 Blind Box,Blind Box Series,Minimal,127.0,Dm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
19050520,B1 Solstice VINYL ONLY ,Disk,Whiteloops,Tech House,125.81,Gm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
50759454,Glare (Original Mix),Markus Suckut,SCKT,Techno (Raw / Deep / Hypnotic),130.0,Am,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
28989853,Control (Steve O'Sullivan Reconstruction),"Tikiman, Rhauder, Paul St. Hilaire",Sushitech,Deep House,126.0,Am,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
229907190,Node 03 (Original Mix),"Rico Scott, Leigh Hunt",Bobby Donny,Deep House,126.0,Abm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
52154828,07 DuB  (Original Mix),Satoshi Tomiie,Phonogramme,Minimal / Deep Tech,126.0,Abm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
181741530,Houdini,D'Julz,Bass Culture Records,House,125.0,Abm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
158747672,B1 Disposer VINYL ONLY ,Malin Genie & Per Hammar,De Vloer,Minimal,128.0,Bbm,100.0,no,,bpm_within_p10_p90; genre_in_top8; key_in_top8; label_in_top15; artist_in_flow_corpus,
