track_id,track_artist,track_title,dj_mention,post_id,page,date,text,confidence,notes
4481,Anthony Child,The Space Between People & Things (part 2),Henning Baer first track,7523,Berghain Music,2015-01-07,Henning Baer first track,high,extracted from post message only
4482,Ctrls,Displacer (Sleeparchive Version 2),Radio Slave (Official),7527,Berghain Music,2015-01-07,Radio Slave (Official),medium,extracted from post message only
4483,Raiz,Transcend 1,MØRBECK / MOERBECK,7528,Berghain Music,2015-01-13,MØRBECK / MOERBECK,high,extracted from post message only
4484,Héctor Oaks,A New Beginning [KEY Vinyl],Héctor Oaks,7533,Berghain Music,2015-01-06,Héctor Oaks,high,extracted from post message only
4484,Héctor Oaks,A New Beginning [KEY Vinyl],Nina Kraviz,7935,Berghain Music,2014-11-07,Nina Kraviz,high,extracted from post message only
4487,Raffaele Attanasio,From Shade To Stardom (PSYK Edit) [non001],radio slave,7539,Berghain Music,2015-01-05,radio slave,high,extracted from post message only
4487,Raffaele Attanasio,From Shade To Stardom (PSYK Edit) [non001],DJ PETE,8537,Berghain Music,2014-08-04,DJ PETE,high,extracted from post message only
4487,Raffaele Attanasio,From Shade To Stardom (PSYK Edit) [non001],Jerome Sydenham,11322,Berghain Music,2012-12-31,Jerome Sydenham,high,extracted from post message only
4487,Raffaele Attanasio,From Shade To Stardom (PSYK Edit) [non001],"Psyk but I'm sure I've heard someone else play it too, probably Luke or Shifted",11650,Berghain Music,2012-09-30,"Psyk but I'm sure I've heard someone else play it too, probably Luke or Shifted.",medium,extracted from post message only
4488,Marcel Dettmann Lattice,(original mix),radio slave,7540,Berghain Music,2015-01-05,radio slave,high,extracted from post message only
4488,Marcel Dettmann Lattice,(original mix),Milton Bradley,11880,Berghain Music,2012-06-03,Milton Bradley,high,extracted from post message only
4490,The Field,Over the Ice 'From Here We Go Sublime' Album,The Drifter,14662,Panorama Bar Music,2016-06-01,The Drifter,high,extracted from post message only
4490,The Field,Over the Ice 'From Here We Go Sublime' Album,"Ed Davenport, toward the end",7548,Berghain Music,2015-01-05,"Ed Davenport, toward the end",high,extracted from post message only
4492,A2 Reduct,Antimatter (Original Mix) [CONTRARY001] by Contrary Records,Héctor Oaks,7550,Berghain Music,2015-01-05,Héctor Oaks,high,extracted from post message only
4493,I/Y,0000.059 [IY004],Hector Oaks,7551,Berghain Music,2015-01-05,Hector Oaks,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Markus Suckut,14635,Panorama Bar Music,2016-06-13,Markus Suckut,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Margeret Dygas,15594,Panorama Bar Music,2015-09-21,Margeret Dygas,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Loco Dice,16010,Panorama Bar Music,2015-05-01,Loco Dice,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,marcel!,7557,Berghain Music,2015-01-05,marcel!,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,DVS 1 !!!,17047,Panorama Bar Music,2014-07-28,DVS 1 !!!,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Zip am Freitag,18221,Panorama Bar Music,2013-11-04,Zip am Freitag.,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Ed Davenport,19725,Panorama Bar Music,2012-12-10,Ed Davenport,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Bicep,19765,Panorama Bar Music,2012-12-03,Bicep,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Dor,20302,Panorama Bar Music,2012-08-26,Dor,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Martyn...watch da bass now,20597,Panorama Bar Music,2012-06-19,Martyn...watch da bass now,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,dinky,20978,Panorama Bar Music,2012-04-02,dinky,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,Deutschmann?,21287,Panorama Bar Music,2012-02-13,Deutschmann?,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,badass,22034,Panorama Bar Music,2011-10-10,badass,high,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,"eliott, this track of dj assassin is definetely a ""killer""",22125,Panorama Bar Music,2011-09-19,"eliott, this track of dj assassin is definetely a ""killer""",medium,extracted from post message only
4496,Dj Assassin,A Face In The Crowd (Intellidread mix) HQ,italojohnson dj mannschaft. nach halbjähriger suche endlich gefunden,22256,Panorama Bar Music,2011-08-13,italojohnson dj mannschaft. nach halbjähriger suche endlich gefunden,medium,extracted from post message only
4499,Sound Associates,Boombox (Len Faki Edit) [FIGURE57],Ed Davenport,7563,Berghain Music,2015-01-05,Ed Davenport,high,extracted from post message only
4499,Sound Associates,Boombox (Len Faki Edit) [FIGURE57],Luke Slater ;),7942,Berghain Music,2014-11-04,Luke Slater ;),high,extracted from post message only
4499,Sound Associates,Boombox (Len Faki Edit) [FIGURE57],Marcel Fengler,8128,Berghain Music,2014-10-06,Marcel Fengler,high,extracted from post message only
4501,Henrik Bergqvist,Losing Control [Lost In Translation Mix] (Boss004),Radio Slave,16328,Panorama Bar Music,2015-02-02,Radio Slave,high,extracted from post message only
4501,Henrik Bergqvist,Losing Control [Lost In Translation Mix] (Boss004),Radio Slave (Official) <3 <3,7567,Berghain Music,2015-01-05,Radio Slave (Official) <3 <3,medium,extracted from post message only
4502,TALISMANN,ANCIENT STORM,Luke Slater,7575,Berghain Music,2015-01-04,Luke Slater,high,extracted from post message only
4502,TALISMANN,ANCIENT STORM,Oliver Deutschmann,8797,Berghain Music,2014-06-16,Oliver Deutschmann,high,extracted from post message only
4503,Luke Slater,Sea Serpent,Luke Slater,7577,Berghain Music,2015-01-04,Luke Slater,high,extracted from post message only
4504,Nihad Tule & Bauri,Solk (Inter Gritty Remix),"Len Faki ,first track we heard when we entered the temple",7583,Berghain Music,2015-01-06,"Len Faki ,first track we heard when we entered the temple",medium,extracted from post message only
4504,Nihad Tule & Bauri,Solk (Inter Gritty Remix),Vincent Neumann,8361,Berghain Music,2014-08-26,Vincent Neumann,high,extracted from post message only
4505,Psyche,Goodbye Horses (21st Century Immortality Mix) // Optimo Music 2012,Best Berghain moment ever Kobosil <3,7587,Berghain Music,2015-01-03,"Best Berghain moment ever
Kobosil <3",high,extracted from post message only
4505,Psyche,Goodbye Horses (21st Century Immortality Mix) // Optimo Music 2012,Optimo,19980,Panorama Bar Music,2012-10-29,Optimo,high,extracted from post message only
4507,Psyche,Goodbye Horses (Immortality Mix),"Kobosil, Track before Dettmann :)",7590,Berghain Music,2015-01-03,"Kobosil, Track before Dettmann :)",high,extracted from post message only
4507,Psyche,Goodbye Horses (Immortality Mix),Kobosil <3,8662,Berghain Music,2014-07-14,Kobosil <3,high,extracted from post message only
4508,Silicon Soul,Who Needs Sleep Tonight (Extended Mix),Fiedel (third to last track of his closing set),7592,Berghain Music,2015-01-03,Fiedel (third to last track of his closing set),medium,extracted from post message only
4508,Silicon Soul,Who Needs Sleep Tonight (Extended Mix),"Fiedel,one of the last tracks",7607,Berghain Music,2015-01-03,"Fiedel,one of the last tracks",high,extracted from post message only
4509,Gesloten Cirkel,Stakan,Kobosil Gesloten Cirkel - Stakan:,7598,Berghain Music,2015-01-03,"Kobosil

Gesloten Cirkel - Stakan:",high,extracted from post message only
4509,Gesloten Cirkel,Stakan,Kobosil ?,8409,Berghain Music,2014-08-19,Kobosil ?,high,extracted from post message only
4513,Royal House,Can You Party (Instrumental Dub),Function. Presumably his own edit + Marshall Jefferson vocal sample,7602,Berghain Music,2015-01-03,Function. Presumably his own edit + Marshall Jefferson vocal sample.,medium,extracted from post message only
4514,Frankie Knuckles,Your Love,"Fiedel,at the end",7606,Berghain Music,2015-01-03,"Fiedel,at the end",high,extracted from post message only
4514,Frankie Knuckles,Your Love,Oracy monday morning,16558,Panorama Bar Music,2014-11-25,"Oracy
monday morning",high,extracted from post message only
4514,Frankie Knuckles,Your Love,peak & swift <3,17417,Panorama Bar Music,2014-04-21,peak & swift <3,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Radio slave tribute,9090,Berghain Music,2014-04-15,Radio slave tribute...,high,extracted from post message only
4514,Frankie Knuckles,Your Love,DVS1 on Sunday afternoon,17585,Panorama Bar Music,2014-03-10,DVS1 on Sunday afternoon.,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Ron Trent,17632,Panorama Bar Music,2014-03-03,Ron Trent,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Boris <3 last track!,9738,Berghain Music,2014-01-03,Boris <3 last track!,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Michelle Owen & La Fleur (hell yeah!),21423,Panorama Bar Music,2012-01-28,Michelle Owen & La Fleur (hell yeah!),medium,extracted from post message only
4514,Frankie Knuckles,Your Love,Radio Slave,21908,Panorama Bar Music,2011-11-12,Radio Slave,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Stacey Pullen,22120,Panorama Bar Music,2011-09-25,Stacey Pullen,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Chaim,22326,Panorama Bar Music,2011-07-24,Chaim,high,extracted from post message only
4514,Frankie Knuckles,Your Love,Cassy,23356,Panorama Bar Music,2010-07-26,Cassy...,high,extracted from post message only
4515,COR,"10 A1 Marcel Dettman Take One by The Corner - Brooklyn,NY",Fiedel,7608,Berghain Music,2015-01-03,Fiedel,high,extracted from post message only
4517,Marco Shuttle,Sing Like A Bird,Function,7610,Berghain Music,2015-01-03,Function,high,extracted from post message only
4517,Marco Shuttle,Sing Like A Bird,Function a while ago at his closing,7966,Berghain Music,2014-10-29,Function a while ago at his closing,high,extracted from post message only
4517,Marco Shuttle,Sing Like A Bird,cosmin,8709,Berghain Music,2014-07-06,cosmin,high,extracted from post message only
4519,Shed,Estrange,function,7619,Berghain Music,2015-01-02,function,high,extracted from post message only
4519,Shed,Estrange,Marcel Fengler. Nearly at the end,10283,Berghain Music,2013-09-23,Marcel Fengler. Nearly at the end.,high,extracted from post message only
4519,Shed,Estrange,>> ryan elliott,11874,Berghain Music,2012-06-04,>> ryan elliott.,high,extracted from post message only
4522,Depeche Mode,Should Be Higher (MPIA3 Definition),DJ Pete Depeche Mode - Should Be Higher (MPIA3 Definition):,7625,Berghain Music,2015-01-02,"DJ Pete

Depeche Mode - Should Be Higher (MPIA3 Definition):",medium,extracted from post message only
4522,Depeche Mode,Should Be Higher (MPIA3 Definition),Ruskin,9362,Berghain Music,2014-03-09,Ruskin,high,extracted from post message only
4522,Depeche Mode,Should Be Higher (MPIA3 Definition),Surgeon,10033,Berghain Music,2013-11-03,Surgeon,high,extracted from post message only
4524,,Christian Morgenstern-- Hawaii blue,blind observatory!,7628,Berghain Music,2015-01-02,blind observatory!,high,extracted from post message only
4524,,Christian Morgenstern-- Hawaii blue,Blind Observatory,9143,Berghain Music,2014-04-06,Blind Observatory,high,extracted from post message only
4525,Chromatics,Lady (Extended Version),Gonsher/Barker (I think) in Halle Great selection,7629,Berghain Music,2015-01-02,"Gonsher/Barker (I think) in Halle
Great selection",medium,extracted from post message only
4528,Vril,Torus XXXII,"Fengler, 2. Track",7639,Berghain Music,2015-01-02,"Fengler, 2. Track",high,extracted from post message only
4528,Vril,Torus XXXII,Marcel Fengler at the Birthday,7671,Berghain Music,2014-12-19,Marcel Fengler at the Birthday,high,extracted from post message only
4528,Vril,Torus XXXII,Fengler Intro:,7709,Berghain Music,2014-12-15,Fengler Intro:,high,extracted from post message only
4531,Max_M,The Kidnapper Bell (Shifted Remix),Oscar Mulero (oficial),7654,Berghain Music,2014-12-29,Oscar Mulero (oficial),medium,extracted from post message only
4531,Max_M,The Kidnapper Bell (Shifted Remix),fengler.... I think?,8461,Berghain Music,2014-08-18,fengler.... I think?,high,extracted from post message only
4531,Max_M,The Kidnapper Bell (Shifted Remix),"Developer, I swear to god the next ID I'm posting is not a Shifted track or remix",12141,Berghain Music,2012-03-05,"Developer, I swear to god the next ID I'm posting is not a Shifted track or remix.",medium,extracted from post message only
4531,Max_M,The Kidnapper Bell (Shifted Remix),played by shifted and ruskin,12414,Berghain Music,2011-10-31,played by shifted and ruskin,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,Joseph Capriati,7655,Berghain Music,2014-12-29,Joseph Capriati,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,cosmin,8712,Berghain Music,2014-07-06,cosmin,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,Ryan Elliot oder die Zenkerbrüder,9252,Berghain Music,2014-03-18,Ryan Elliot oder die Zenkerbrüder,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,Marcel,9481,Berghain Music,2014-02-17,Marcel,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,Dino Sabatini,9642,Berghain Music,2014-01-19,Dino Sabatini,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,Ron Albrecht,9869,Berghain Music,2013-12-09,Ron Albrecht,high,extracted from post message only
4532,Planetary Assault Systems,No Exit,dvs1 h4:something,10195,Berghain Music,2013-10-02,dvs1 h4:something,high,extracted from post message only
4533,Rødhåd,Haumea,Oscar Mulero (oficial),7656,Berghain Music,2014-12-29,Oscar Mulero (oficial),medium,extracted from post message only
4533,Rødhåd,Haumea,>> Alan Fitzpatrick,7840,Berghain Music,2014-11-23,>> Alan Fitzpatrick,high,extracted from post message only
4534,P.E.A.R.L.,Fervor,Joseph Capriati,7660,Berghain Music,2014-12-29,Joseph Capriati,high,extracted from post message only
4535,Pfirter,Iteration (Oscar Mulero Remix) [MINDTRIP],Oscar Mulero,7662,Berghain Music,2014-12-29,Oscar Mulero,high,extracted from post message only
4536,Pfirter,Fractales,Oscar Mulero,7663,Berghain Music,2014-12-28,Oscar Mulero,high,extracted from post message only
4536,Pfirter,Fractales,Tommy,11729,Berghain Music,2012-08-20,Tommy,high,extracted from post message only
4537,Planetary Assault Systems,Searchin´,steffi <3 <3 <3 #1,7739,Berghain Music,2014-12-15,steffi <3 <3 <3 #1,high,extracted from post message only
4541,Front 242,Masterhit,Marcel Dettmann & Ben Klock (Played by Marcel),7677,Berghain Music,2014-12-17,"Marcel Dettmann & Ben Klock
(Played by Marcel)",medium,extracted from post message only
4541,Front 242,Masterhit,Marcel Dettmann (heavily pitched up),7747,Berghain Music,2014-12-15,Marcel Dettmann (heavily pitched up),medium,extracted from post message only
4543,Inner City,Good Life (HQ),Klockmann Montag Vormittag <3,7680,Berghain Music,2014-12-17,Klockmann Montag Vormittag <3,high,extracted from post message only
4543,Inner City,Good Life (HQ),Liebing oder Antonio <3,10360,Berghain Music,2013-09-10,Liebing oder Antonio <3,high,extracted from post message only
4543,Inner City,Good Life (HQ),Sebastian Kramer vs Don Williams,11719,Berghain Music,2012-08-26,Sebastian Kramer vs Don Williams,high,extracted from post message only
4543,Inner City,Good Life (HQ),by Kevin Saunderson & Inner City live...best moment ♥,20966,Panorama Bar Music,2012-04-06,by Kevin Saunderson & Inner City live...best moment ♥,medium,extracted from post message only
4543,Inner City,Good Life (HQ),len,12657,Berghain Music,2011-05-22,len,high,extracted from post message only
4543,Inner City,Good Life (HQ),think it was Douglas Greed,22652,Panorama Bar Music,2011-04-09,think it was Douglas Greed,high,extracted from post message only
4543,Inner City,Good Life (HQ),Norman Nodge hat mich total begeistert heute,12806,Berghain Music,2011-02-06,Norman Nodge hat mich total begeistert heute.,high,extracted from post message only
4543,Inner City,Good Life (HQ),war mal wieder n echt schöner sonntag morgen mit josh,23250,Panorama Bar Music,2010-09-12,war mal wieder n echt schöner sonntag morgen mit josh,medium,extracted from post message only
4545,Bastinov-Pentagon (Luca Agnelli remix) (etb019),Low Quality,Marcel Fengler,7682,Berghain Music,2014-12-17,Marcel Fengler,high,extracted from post message only
4546,Petar Dundov & Gregor Tresher,Hex,Marcel Fengler,7684,Berghain Music,2014-12-17,Marcel Fengler,high,extracted from post message only
4546,Petar Dundov & Gregor Tresher,Hex,ADAM X... set was as epic as this track... wow!!!,11694,Berghain Music,2012-09-10,ADAM X... set was as epic as this track... wow!!!,high,extracted from post message only
4546,Petar Dundov & Gregor Tresher,Hex,3rd of 4th track Fengler played this sunday!,11797,Berghain Music,2012-07-25,3rd of 4th track Fengler played this sunday!,high,extracted from post message only
4552,Link,Amenity,MARCEL DETTMANN & Ben Klock,7698,Berghain Music,2014-12-16,MARCEL DETTMANN & Ben Klock,high,extracted from post message only
4552,Link,Amenity,klock ende,12070,Berghain Music,2012-03-19,klock ende.,high,extracted from post message only
4553,Dax J,Distant Futures,Bas Mooy,7699,Berghain Music,2014-12-15,Bas Mooy,high,extracted from post message only
4555,David Meiser,Distress,Marcel Fengler,7702,Berghain Music,2014-12-15,Marcel Fengler,high,extracted from post message only
4555,David Meiser,Distress,ACR,9426,Berghain Music,2014-02-24,ACR,high,extracted from post message only
4556,Human League,All i ever wanted (Alter Ego Remix),Epic set Ben Klock & Marcel Dettmann,7703,Berghain Music,2014-12-15,"Epic set 
Ben Klock & Marcel Dettmann",high,extracted from post message only
4557,,Spacetime Continuum ૐ Pressure,Halle am Berghain / Maya Unique atmosphere,7708,Berghain Music,2014-12-15,"Halle am Berghain / Maya
Unique atmosphere",high,extracted from post message only
4562,Moby,Go [HQ],Tim Sweeney - magic moment!,14229,Panorama Bar Music,2016-10-25,Tim Sweeney - magic moment!,high,extracted from post message only
4562,Moby,Go [HQ],MARCEL DETTMANN & Ben Klock,7730,Berghain Music,2014-12-15,MARCEL DETTMANN & Ben Klock,high,extracted from post message only
4563,I-F,I Do Because I Couldn't Care Less,Steffi,7732,Berghain Music,2014-12-15,Steffi,high,extracted from post message only
4563,I-F,I Do Because I Couldn't Care Less,Steffi,7746,Berghain Music,2014-12-15,Steffi,high,extracted from post message only
4563,I-F,I Do Because I Couldn't Care Less,played by tlr yesterday - would love to hear this more often!!,22876,Panorama Bar Music,2011-02-07,played by tlr yesterday - would love to hear this more often!!,medium,extracted from post message only
4566,,THE MARTIAN-Star Dancer -Red Planet (1993),steffi <3 <3 <3 #2,7737,Berghain Music,2014-12-15,steffi <3 <3 <3 #2,high,extracted from post message only
4567,Shed,Fluid 67 [50 Weapons],Shed,7742,Berghain Music,2014-12-15,Shed,high,extracted from post message only
4567,Shed,Fluid 67 [50 Weapons],"Dettmann (not 100% sure, may be it was shed - dirt?, anyway great NYE-set)",9660,Berghain Music,2014-01-10,"Dettmann (not 100% sure, may be it was shed - dirt?, anyway great NYE-set)",medium,extracted from post message only
4568,Karenn,Nelly,Blawan,7748,Berghain Music,2014-12-15,Blawan,high,extracted from post message only
4568,Karenn,Nelly,Blawan,7749,Berghain Music,2014-12-14,Blawan,high,extracted from post message only
4572,Peter Van Hoesen,Face Of Smoke,T47,7758,Berghain Music,2014-12-09,T47,high,extracted from post message only
4572,Peter Van Hoesen,Face Of Smoke,Tommy,7772,Berghain Music,2014-12-08,Tommy.,high,extracted from post message only
4572,Peter Van Hoesen,Face Of Smoke,T47!,7784,Berghain Music,2014-12-08,T47!,high,extracted from post message only
4573,Tommy Four Seven,CH4 - Speedy J Remix,T47,7760,Berghain Music,2014-12-09,T47,high,extracted from post message only
4573,Tommy Four Seven,CH4 - Speedy J Remix,Surgeon,12125,Berghain Music,2012-03-05,Surgeon,high,extracted from post message only
4575,Truncate,Concentrate,Myles Sergè,7763,Berghain Music,2014-12-08,Myles Sergè,high,extracted from post message only
4575,Truncate,Concentrate,cosmin,12336,Berghain Music,2011-12-12,cosmin,high,extracted from post message only
4577,[1990] Neal Howard,Indulge (Club House Mix),Aubrey,7766,Berghain Music,2014-12-08,Aubrey,high,extracted from post message only
4578,Developer,Programma,Developer,7767,Berghain Music,2014-12-08,Developer,high,extracted from post message only
4578,Developer,Programma,Developer,12152,Berghain Music,2012-03-04,Developer,high,extracted from post message only
4579,Adam X,Diversion To Bangor,Adam,7768,Berghain Music,2014-12-08,Adam.,high,extracted from post message only
4579,Adam X,Diversion To Bangor,Adam X,7787,Berghain Music,2014-12-08,Adam X,high,extracted from post message only
4581,Adam X,Coercive Persuasion,Adam,7770,Berghain Music,2014-12-08,Adam.,high,extracted from post message only
4581,Adam X,Coercive Persuasion,Adam X,7788,Berghain Music,2014-12-08,Adam X,high,extracted from post message only
4582,Plastikman(Richie Hawtin),Ask Yourself,Raphael Dincsoy,7774,Berghain Music,2014-12-08,Raphael Dincsoy.,high,extracted from post message only
4583,MPIA3,Acid Badger,Parasole,7778,Berghain Music,2014-12-08,Parasole.,high,extracted from post message only
4583,MPIA3,Acid Badger,Helena Hauff,7844,Berghain Music,2014-11-22,Helena Hauff,high,extracted from post message only
4583,MPIA3,Acid Badger,Happa,7882,Berghain Music,2014-11-17,Happa,high,extracted from post message only
4583,MPIA3,Acid Badger,Truss,11011,Berghain Music,2013-03-27,Truss,high,extracted from post message only
4584,M_Rec Ltd 1001,A - Max_M - 1001A by K1971,REGIS,7780,Berghain Music,2014-12-08,REGIS,high,extracted from post message only
4584,M_Rec Ltd 1001,A - Max_M - 1001A by K1971,Max_M himself,9241,Berghain Music,2014-03-23,Max_M himself,high,extracted from post message only
4585,Developer,Horns From The West,Developer,7785,Berghain Music,2014-12-08,Developer,high,extracted from post message only
4585,Developer,Horns From The West,Danny Tenaglia,18281,Panorama Bar Music,2013-10-27,Danny Tenaglia,high,extracted from post message only
4585,Developer,Horns From The West,Developer,10774,Berghain Music,2013-05-26,Developer.,high,extracted from post message only
4588,Chris Colburn,Headspin [ROH001],Myles Serge... I think it was this track from Roh001,7790,Berghain Music,2014-12-08,Myles Serge... I think it was this track from Roh001,medium,extracted from post message only
4589,PHILIPPE PETIT,WHOLESALE (DECISION MAKING THEORY 005 - SIMPLIFY E.P.),Myles Serge,7791,Berghain Music,2014-12-08,Myles Serge,high,extracted from post message only
4598,Johannes Heil,Transition Six (Original Mix) [FIGURE],Dincsoy,7802,Berghain Music,2014-12-08,Dincsoy,high,extracted from post message only
4598,Johannes Heil,Transition Six (Original Mix) [FIGURE],Dettmann,8095,Berghain Music,2014-10-13,Dettmann,high,extracted from post message only
4598,Johannes Heil,Transition Six (Original Mix) [FIGURE],Function,8233,Berghain Music,2014-09-16,Function,high,extracted from post message only
4598,Johannes Heil,Transition Six (Original Mix) [FIGURE],Norman Nodge,8307,Berghain Music,2014-09-07,Norman Nodge,high,extracted from post message only
4599,Developer,The provoker,Developer,7806,Berghain Music,2014-12-08,Developer.,high,extracted from post message only
4603,,The Secret Initiative VI: The Risk Factor,Adam X,7815,Berghain Music,2014-12-07,Adam X,high,extracted from post message only
4603,,The Secret Initiative VI: The Risk Factor,Kobosil,8090,Berghain Music,2014-10-13,Kobosil,high,extracted from post message only
4603,,The Secret Initiative VI: The Risk Factor,Kobosil,8397,Berghain Music,2014-08-22,Kobosil,high,extracted from post message only
4603,,The Secret Initiative VI: The Risk Factor,Kobosil,8465,Berghain Music,2014-08-17,Kobosil,high,extracted from post message only
4604,Psyk,Distane,André Galluzzi,7817,Berghain Music,2014-11-30,André Galluzzi,high,extracted from post message only
4604,Psyk,Distane,Rolando,9922,Berghain Music,2013-11-24,Rolando.,high,extracted from post message only
4604,Psyk,Distane,DJ Pete & Savas,10568,Berghain Music,2013-07-29,DJ Pete & Savas,high,extracted from post message only
4604,Psyk,Distane,Luke Slater,10737,Berghain Music,2013-06-09,Luke Slater,high,extracted from post message only
4604,Psyk,Distane,Cosmin TRG,10788,Berghain Music,2013-05-20,Cosmin TRG,high,extracted from post message only
4604,Psyk,Distane,Shifted (and Luke too),11630,Berghain Music,2012-09-30,Shifted (and Luke too),medium,extracted from post message only
4605,CELEDA,Music Is The Answer (Dancin' And Prancin') (Danny Tenaglia's Tourism Mix) [HQ],Boris @ SNAX,7821,Berghain Music,2014-11-30,Boris @ SNAX,high,extracted from post message only
4605,CELEDA,Music Is The Answer (Dancin' And Prancin') (Danny Tenaglia's Tourism Mix) [HQ],Danny Tenaglia dancin' and prancin' on both floors on Sunday,18286,Panorama Bar Music,2013-10-25,"Danny Tenaglia 
dancin' and prancin' on both floors on Sunday",medium,extracted from post message only
4606,Andrea Belluzzi,B1 (Original Mix) [LIMITED.G.],Alan Fitzpatrick,7823,Berghain Music,2014-11-30,Alan Fitzpatrick,high,extracted from post message only
4606,Andrea Belluzzi,B1 (Original Mix) [LIMITED.G.],ACR,7986,Berghain Music,2014-10-27,ACR,high,extracted from post message only
4608,DJ Hell,Hot In The Heels Of Love (Dave Clarke Remix),Joel Mull,7825,Berghain Music,2014-11-25,Joel Mull,high,extracted from post message only
4608,DJ Hell,Hot In The Heels Of Love (Dave Clarke Remix),Hero Joel Mull!,9978,Berghain Music,2013-11-11,Hero Joel Mull!,high,extracted from post message only
4609,Tomie Nevada,Meeting At The Cornfields,Joel Mull last hour,7826,Berghain Music,2014-11-25,Joel Mull last hour,high,extracted from post message only
4610,Dr J,Woody Mc Bride  /  Basketball Heroes (Communique),Joel Mull,7828,Berghain Music,2014-11-25,Joel Mull,high,extracted from post message only
4611,Efdemin,Solaris (Staffan Linzatti Remix),Joel Mull,7829,Berghain Music,2014-11-25,Joel Mull,high,extracted from post message only
4611,Efdemin,Solaris (Staffan Linzatti Remix),RØDHÅD,8602,Berghain Music,2014-07-21,RØDHÅD,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,The last,7834,Berghain Music,2014-11-24,The last,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,Rødhåd,8075,Berghain Music,2014-10-13,Rødhåd,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,Rødhåd,8078,Berghain Music,2014-10-13,Rødhåd,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,"Davenport, some remix, so niiiiiice",9475,Berghain Music,2014-02-17,"Davenport, some remix, so niiiiiice",high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,boris oder faki war's!,9780,Berghain Music,2014-01-03,boris oder faki war's!,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,Trentemøller,19277,Panorama Bar Music,2013-02-11,Trentemøller,high,extracted from post message only
4615,Jimi Tenor,Take Me Baby,cassy's birthday. played by ???,23086,Panorama Bar Music,2010-11-23,cassy's birthday. played by ???,high,extracted from post message only
4621,In-D,Bastion In-D stress,Kobosil,7849,Berghain Music,2014-11-20,Kobosil,high,extracted from post message only
4623,Marcel Dettmann,Apron (PAS The Rhythm Remix),Fiedel played this,7858,Berghain Music,2014-11-19,Fiedel played this,high,extracted from post message only
4623,Marcel Dettmann,Apron (PAS The Rhythm Remix),DVS1,8185,Berghain Music,2014-09-28,DVS1,high,extracted from post message only
4625,The Persuader (Jesper Dahlbäck),Fusion Of Thoughts (Pär Grindvik Remix) [STOCKHOLM LTD],Klock,7873,Berghain Music,2014-11-17,Klock,high,extracted from post message only
4625,The Persuader (Jesper Dahlbäck),Fusion Of Thoughts (Pär Grindvik Remix) [STOCKHOLM LTD],anja zaube oder radio slave,8515,Berghain Music,2014-08-04,anja zaube oder radio slave,high,extracted from post message only
4625,The Persuader (Jesper Dahlbäck),Fusion Of Thoughts (Pär Grindvik Remix) [STOCKHOLM LTD],klock and someone else,9113,Berghain Music,2014-04-14,klock and someone else,high,extracted from post message only
4626,Funkinevil,Night [Wild Oats],Tessela,7883,Berghain Music,2014-11-17,Tessela,high,extracted from post message only
4626,Funkinevil,Night [Wild Oats],Roman Flügel,19089,Panorama Bar Music,2013-03-18,Roman Flügel,high,extracted from post message only
4626,Funkinevil,Night [Wild Oats],Kyle Hall last sunday,20377,Panorama Bar Music,2012-08-08,Kyle Hall last sunday...,high,extracted from post message only
