track_artist,track_title,label,top50_artist_count,played_by_artists,set_count,source_urls,confidence,notes
Barker,Utility,Ostgut Ton,6,Gerd Janson; Lakuti; Marcel Dettmann; PARAMIDA; Roi Perez; Soundstream,6,https://trackid.net/audiostreams/answer-code-request-x-gerd-janson-live-ostgut-ton-aus-der-halle-am-berghain-arte-concert; https://trackid.net/audiostreams/marcel-dettmann-x-dj-stingray-313-live-ostgut-ton-aus-der-halle-am-berghain-arte-concert; https://trackid.net/audiostreams/paramida-x-massimiliano-pagliara-ostgut-ton-halle-am-berghain-live-arteconcert; https://trackid.net/audiostreams/roi-perez-x-avalon-emerson-live-ostgut-ton-aus-der-halle-am-berghain-arte-concert; https://trackid.net/audiostreams/substance-x-soundstream-live-ostgut-ton-aus-der-halle-am-berghain-arte-concert; https://trackid.net/audiostreams/tama-sumo-x-lakuti-live-ostgut-ton-aus-der-halle-am-berghain-arte-concert,high,exact title+artist match across top-50 DJ contexts
