track_artist,track_title,count,post_count,first_seen,last_seen,source_url
Oscar Mulero,Mentally Induced Action,1,1,2016-04-11,2016-04-11,https://youtube.com/watch?v=biHsFQYtTwI
Passion,The Flirts | Full HD |,1,1,2016-04-11,2016-04-11,https://youtube.com/watch?v=eO-q_97c4QA
Mark Broom,Stag (Original Mix),1,1,2016-04-11,2016-04-11,https://youtube.com/watch?v=jSIOEDZxrTI&nohtml5=False
Emmanuel,Vyper (Original Mix) [MONNOM BLACK],3,3,2015-01-04,2016-04-11,https://youtube.com/watch?v=XlBPrchWrWg&nohtml5=False
Levon Vincent,Anti-Corporate Music,6,6,2015-03-30,2016-04-11,https://youtube.com/watch?v=VU1G-U9ZkEc
Jeff Mills,The Bells,13,13,2010-11-01,2016-04-11,https://youtube.com/watch?v=KevUFO2moZI
Roman Poncet,Walfisch (Original Mix) [ARTS],2,2,2016-02-15,2016-04-11,https://youtube.com/watch?v=c5Lnc7YlPZ0
Envoy,Dark Manoeuvres (Slam Remix),1,1,2016-04-11,2016-04-11,https://youtube.com/watch?v=dCCdreDx3bM
Xhin,Fixing The Error [Stroboscopic Artefacts - SA002],6,6,2013-10-09,2016-04-11,https://youtube.com/watch?v=VvY3SDHkzj8
SHDW & Obscure Shape,Wenn Die Masken Fallen,4,4,2015-12-07,2016-04-10,http://youtu.be/5TrxBWvW56k
,"Green Velvet ""Flash""(The Advent & Industrialyzer remix)",3,3,2012-03-13,2016-04-10,https://youtube.com/watch?v=_drr8voViOE
Nagy Vision,X1,1,1,2016-04-06,2016-04-06,https://youtube.com/watch?v=dHN-DG5oKtA
Green Velvet,The Stalker (I'm Losing My Mind) [Relief Records],8,8,2012-01-09,2016-04-05,https://youtu.be/T6Kx5h9c7pI
Biochip C,Go Bang! (Jackal & Hyde Remix),1,1,2016-04-05,2016-04-05,http://youtu.be/Y4wd-dseKBU
Tronco Traxx,Walk 4 Me [Original Mix],3,3,2014-10-20,2016-04-05,http://youtu.be/9NpnjXeiBvk
Fingers Inc.,I'm Strong(Instrumental),3,3,2011-03-07,2016-04-05,https://youtube.com/watch?v=A-cMGwIrh_o
Miss Kittin and the Hacker,Frank Sinatra,2,2,2014-04-27,2016-04-05,http://youtu.be/0190FW2UmPU
AVION,Centum (Blind Observatory Remix) - Crossing006 by crossing,2,2,2016-02-15,2016-04-05,https://soundcloud.com/crossing-rec/avion-centum-blind-observatory-remix-crossing006
Format,#1 Solid Session 1991,8,8,2014-12-16,2016-04-05,https://youtube.com/watch?v=aFMmGfcmeQo
Nina Kraviz,IMPRV,2,2,2015-03-09,2016-04-05,https://youtube.com/watch?v=qolJqYlv-08
Moby,Hymn (European Mix),4,4,2015-08-24,2016-04-04,https://youtube.com/watch?v=FDhudwgdzuo
The Automatic Message,Perihelion (Original Mix) [RECLAIM YOUR CITY],1,1,2016-04-04,2016-04-04,https://youtube.com/watch?v=NPMkxeeyAUY#t=186
John Daly,26 (Original Mix),1,1,2016-04-04,2016-04-04,https://youtube.com/watch?v=xt59q4Y_p2o
,System F feat Marc Almond   Soul On Soul (Elektrochemie LK Mix),3,3,2015-04-20,2016-04-04,https://youtube.com/watch?v=D78rCWbiEV0
Human League,Seconds,3,3,2014-12-15,2016-04-04,https://youtube.com/watch?v=j9jvYLQ0iEk
D-Saw,Track 10:30 (Techno 1996),2,2,2013-01-28,2016-04-04,https://youtube.com/watch?v=mGMkKZtgQ5A
,TRONCO TRAXX / WALK FOR ME [ORIGINAL MIX],11,11,2012-10-21,2017-05-14,https://youtube.com/watch?v=7zJ6byW3Ho0
TECHNO: Spencer Parker,Silly Club Song No.6 [Rekids],1,1,2016-04-04,2016-04-04,https://youtube.com/watch?v=F3_URDhKwa4
Hollis P Monroe,'I'm Lonely' (Original),10,10,2010-09-05,2016-04-04,https://youtube.com/watch?v=MG1qnqHPQFk
Marilyn Manson,Beautiful People Live At Bizarre Festival 1997,2,2,2016-04-04,2016-04-04,https://youtu.be/oOymiXZnD8s
Boston 168,Cosmic Radiation [INV009],4,4,2015-11-30,2016-04-04,https://youtube.com/watch?v=P1KLwgg8o8Y
SHDW & Obscure Shape,Die Macht Des Schicksals by Groove Magazin,1,1,2016-03-30,2016-03-30,https://soundcloud.com/groove-magazin/die-macht-des-schicksals
,The Neon Judgement T.V. Treated,1,1,2016-03-30,2016-03-30,https://youtube.com/watch?v=PQtaNgipCSs
Polar Inertia,Floating Away Fire [DM3D011],1,1,2016-03-29,2016-03-29,https://youtube.com/watch?v=0xBzcpIPtYA&feature=youtu.be
Function,Voiceprint (Reprise),8,8,2013-04-15,2016-03-29,https://youtube.com/watch?v=zkOWSopaPRA
SHDW & Obscure Shape,Die Geliebte Des Anderen,7,7,2015-08-31,2016-03-29,https://youtube.com/watch?v=Lye_K_pgayg
Robert Hood,Alarm (Original Mix),2,2,2016-02-02,2016-03-29,https://youtube.com/watch?v=q5f3ZwKbmjI
Artefakt,Narcosis [FCD01],2,2,2015-01-26,2016-03-29,https://youtube.com/watch?v=mSyQk1Hxx-k
,t++ audio 1995-8,4,4,2014-04-06,2016-03-29,http://youtu.be/KY8QqvAX9zo
SHDW & Obscure Shape,Die Weiße Rose by Groove Magazin,1,1,2016-03-29,2016-03-29,https://soundcloud.com/groove-magazin/die-weise-rose
DJ Bone,[A1] We Control The Beat,1,1,2016-04-04,2016-04-04,http://youtu.be/d0tTqmxkUE8
Amnesia,Ibiza (European Acid mix),1,1,2016-03-29,2016-03-29,https://youtu.be/JoT4ZeLlsaM
Underground Resistance,The Seawolf,5,5,2013-03-03,2016-03-29,https://youtu.be/eABkbtJKgCk
Ø [Phase],Binary Opposition (Process 1),10,10,2012-03-05,2016-03-29,https://youtu.be/yE4QImQWuYI
Randomer,Bring,19,19,2013-11-11,2016-04-18,http://youtu.be/UV1Yk4_WdiU
Teste,The Wipe (Rrose Version) [Edit Select],2,2,2016-03-28,2016-03-29,http://youtu.be/meY0ySK16EI
EMMANUEL TOP,Rubycon,2,2,2015-12-21,2016-03-29,https://youtube.com/watch?v=lRnuS5lTqa0
Woody McBride,The Birdman (Acid 1996),2,2,2014-07-14,2016-03-29,https://youtube.com/watch?v=6aaSosnYFeg
Convextion,Miranda (Original '96 Mix) [Re-Upload],5,5,2012-11-11,2016-03-29,https://youtube.com/watch?v=8UH7CE6LNto
TALISMANN,NEPTUNE,3,3,2014-07-07,2016-03-29,http://youtu.be/gneyNDYi20U
Phuture,We are Phuture (high quality),4,4,2012-03-27,2016-03-28,https://youtu.be/DK--apZvmYM
Keith Carnal,Onwards (Affin 028 LTD),2,2,2015-12-21,2016-03-28,https://youtube.com/watch?v=ihzaQorZ26A
Johannes Heil,Cherubim,3,3,2014-01-05,2016-03-29,http://youtu.be/hX5Z6zC8lIY
Fabrizio Lapiana,Dfract (Reeko remix),6,6,2015-03-12,2016-03-28,https://youtube.com/watch?v=jLBeHiOQeKQ
"Lucy, Xhin",LX2 (Original Mix),1,1,2016-03-28,2016-03-28,https://youtube.com/watch?v=hzAmn90xM80
Deepbass & Ness,Dimension (Original Mix),3,3,2014-07-21,2016-03-28,https://youtube.com/watch?v=GF1__jiB3Xw
Spokesman,Acid Creak (Pierre's Reconstruction Mix),2,2,2014-02-24,2016-03-28,https://youtube.com/watch?v=HH-87Diwym0
James Ruskin,Detached,4,4,2012-07-31,2016-03-29,https://youtube.com/watch?v=BacfBVNjjfk
Room 506 (aka Ancient Methods),Red Embers,1,1,2016-03-22,2016-03-22,https://youtube.com/watch?v=gptpcRJ3Uwc
Ontal,Penetration,1,1,2016-03-22,2016-03-22,https://youtube.com/watch?v=k7cEuHPo6bw
Monolith,disco buddha,1,1,2016-03-22,2016-03-22,https://youtube.com/watch?v=zsxMet1BbRc
Stave,Hardened Chord (Regis Remix),7,7,2015-05-25,2016-03-21,https://youtube.com/watch?v=SOBmkbRsvLY
Edge Of Motion,Set Up 707 (  1992 ),2,2,2014-07-14,2016-03-21,http://youtu.be/XUxHF1aFEgY
Voices From The Lake,Respiro Live Edit (The Bunker New York 003),2,2,2014-06-29,2016-03-21,https://youtu.be/iVNYLyBrk1w
Not Waving,24,1,1,2016-03-21,2016-03-21,https://youtu.be/q1wCN1oM4zY
Ancient Methods × Black Egg,Ohne Hände (Fundamental Mix),1,1,2016-03-21,2016-03-21,https://youtu.be/vF_p5U1-kcU
The Soft Moon,"Being (Ancient Methods Remix) [a+w V] ""unofficial video""",1,1,2016-03-21,2016-03-21,https://youtu.be/aMNZLHt00v4
Dj HMC,Marauder,33,33,2013-06-09,2016-08-28,https://youtu.be/ZfstA3hEKu0
Lewis Fautzi,Binary [Soma],2,2,2015-10-26,2016-03-21,https://youtu.be/G0Qu5mGjs9o
Robert Hood,A.M. Track (Original Mix),2,2,2014-11-17,2016-03-21,https://youtube.com/watch?v=i1iXLe9dh0U
Perera Elsewhere,Ebora (Paula Temple Remix) [feat. Aremu],5,5,2015-07-11,2016-03-21,https://youtu.be/XM4ltdpDB8Y
Paula Temple,Gegen,2,2,2016-03-07,2016-03-20,https://youtu.be/N-PQL-D_ZhQ
Paula Temple,Colonized,1,1,2016-03-20,2016-03-20,https://youtu.be/FJ_iP0Cc8co
4h Opening Set in Berlin,07.03.2015 by lucy,1,1,2016-03-17,2016-03-17,https://soundcloud.com/lucy/4h-set-berghain-berlin-07032015
Clouds,Complete Control,6,6,2014-08-26,2016-03-16,https://youtube.com/watch?v=g3kw2_Y46cY
Progression,P&K [MORD024],1,1,2016-03-15,2016-03-15,https://youtube.com/watch?v=HtxkWMRmthE
Blake Baxter,Sexuality (1988),1,1,2016-03-15,2016-03-15,https://youtube.com/watch?v=LPlumX5hoqc
,"AIKEN ""Impatient"" CLERIC RMX END OF DAYZ 005 2014",1,1,2016-03-15,2016-03-15,http://youtu.be/LljqLiSYQA8
SHDW & Obscure Shape,Augen Der Nacht,2,2,2016-02-01,2016-03-14,https://youtube.com/watch?v=dgEmi2x6-gc
Mørbeck,Behind The Mask [Code Is Law 003],6,6,2014-01-05,2016-03-14,https://youtube.com/watch?v=LCpzUVMAG8g
Boston 168,Jupiter's Moons [INV009],2,2,2016-01-18,2016-03-14,https://youtube.com/watch?v=CynKCC3Ocns
Michel Cleis & Klement Bonelli Ft. Martin Wilson,Marvinello (Original Mix),1,1,2016-03-14,2016-03-14,http://youtu.be/3lUTG3VuwqY
Max Durante,Kreuzberg [Sonic Groove 1569],1,1,2016-03-14,2016-03-14,https://youtube.com/watch?v=wTJLVRRYF9w
Little Nobody,Behind The Meme Claw (DJ T-1000's Drums and Weapons Remake),1,1,2016-03-14,2016-03-14,https://youtu.be/qRcszyvNkCI
Function,Obsessed [Substance Remix] - Echocord Colour,4,4,2013-08-19,2016-03-14,http://youtu.be/7lAsAcyY6_o
Jonas Kopp,Anklad,15,15,2011-12-18,2016-03-14,https://youtube.com/watch?v=F2X3KhRavX0
Cassegrain & Tin Man,Window Window [INF019],2,2,2016-02-07,2016-03-14,https://youtube.com/watch?v=IduLpTiU5Ls
,Michel Cleis & Klement Bonelli Marvinello Radio Slave Remix,2,2,2016-02-01,2016-03-13,https://youtu.be/gCMilBvEqNU
DJ Rush,I Love My Juicy,2,2,2016-01-03,2016-03-13,https://youtube.com/watch?v=bqKFL3Gy5Z8
DJ Rush,She's Fine (Gary Beck Remix),5,5,2013-09-09,2016-03-13,https://youtube.com/watch?v=0Kban3nsl5w
Rhythm Masters,deep in the jungle,1,1,2016-03-13,2016-03-13,http://youtube.com/watch?v=xeaL3Gwi7Is
DisX 3,The Storm,1,1,2016-03-13,2016-03-13,https://youtube.com/watch?v=AmGROFSZVeU
Radio Slave,Tantakatan (The Drunken Shed Mix),1,1,2016-03-13,2016-03-13,http://youtu.be/k07juCMYD6A
Delroy Edwards,Untitled 1 [LACR001],5,5,2013-10-03,2016-03-13,http://youtu.be/NWKhp8Gisic
O/V/R,Post-Traumatic Son ( Marcel Dettmann MDR Version ),4,4,2014-05-26,2016-03-09,https://youtube.com/watch?v=R9Hwtiaqln8
Phase Fatale,Grain (Silent Servant Remix),2,2,2016-03-07,2016-03-08,http://youtu.be/dXfjzuVKe34
Blawan,Why They Hide Their Bodies Under My Garage [Hinge Finger],6,6,2012-09-24,2016-03-08,http://youtu.be/1mR6zmSTDNE
Anthony Rother,When the sun goes down,1,1,2016-03-07,2016-03-07,https://youtube.com/watch?v=z_huMrjjlRg
Ø [Phase],The Bwiti Initiate (Original Mix),1,1,2016-03-07,2016-03-07,https://youtube.com/watch?v=z3VhRNMJeOQ
Woo York,I Am Against (Original Mix),1,1,2016-03-07,2016-03-07,https://youtube.com/watch?v=lDtPct9KrH8
Freaks 012,Conscious Of My Conscience (Henrik Schwarz Remix),3,3,2016-03-07,2016-03-07,https://youtube.com/watch?v=LuMVF-3vXGI&feature=youtu.be
Shifted,Pulse Incomplete (Original Mix),3,3,2014-02-05,2016-03-07,https://youtube.com/watch?v=sduHXbWZ7Fs
Planetary Assault Systems,Rip The Cut,10,10,2012-01-15,2016-03-07,https://youtube.com/watch?v=WflVHf43E40
Aiken,Eternal Dreamer by ÆlġƏrŇ☯n NΦrmaη ☮'Nÿmε,1,1,2016-03-07,2016-03-07,https://soundcloud.com/norman-onyme/aiken-eternal-dreamer
Sigha,Demonstration [BP042],2,2,2015-12-16,2016-03-07,https://youtube.com/watch?v=k5uEeLMaVxo
Shifted,Unveiled,1,1,2016-03-07,2016-03-07,https://youtube.com/watch?v=aa_XJqyaycA
Ben Sims,I Feel It Deep (Featuring Tyree Cooper) (Sandwell District Remix),21,21,2013-04-15,2016-03-07,https://youtube.com/watch?v=HPymESL5L1Y
Edit Select & Teste,Ascend,2,2,2014-09-22,2016-03-07,https://youtube.com/watch?v=jOYD4NbghnE
,"Jimmy Edgar ""Strike""",2,2,2015-06-22,2016-03-07,http://youtube.com/watch?v=qesB_KstuFo
Nina Kraviz,Ghetto Kraviz (Regal Dub Remix) [REKIDS],2,2,2015-11-16,2016-03-07,https://youtube.com/watch?v=UWVPCWadNoQ
Cosmin TRG,Izolat,12,12,2011-04-18,2016-03-07,https://youtube.com/watch?v=suOMFtVPjuc
Blawan,Why They Hide Their Bodies Under My Garage?,7,7,2012-09-17,2016-03-07,https://youtube.com/watch?v=KL_Bbyi3ub8
Rødhåd,Helldiver - Red Rising EP - Dystopian 007,1,1,2016-03-07,2016-03-07,https://youtube.com/watch?v=pCIwXi81YYk#
DVS1,Balance [HUSH 003],1,1,2016-03-07,2016-03-07,http://youtu.be/nOfoYuNyjcA
James Ruskin,Slit (Original Mix) [BLUEPRINT RECORDS],3,3,2014-03-17,2016-03-07,https://youtube.com/watch?v=35PpspELgCM
Karenn,Summer,11,11,2015-01-12,2016-03-06,https://youtube.com/watch?v=_zu3ALS2J8c
The Prodigy,One Love (Official Video),1,1,2016-03-06,2016-03-06,https://youtube.com/watch?v=bcxnbfRYM-g
,"best quality Aphex Twin, Donkey Rhubarb HD, real widescreen",1,1,2016-03-06,2016-03-06,https://youtube.com/watch?v=GnBpsUZDiQ0
M.E.S.H.,Imperial Sewers,1,1,2016-03-05,2016-03-05,https://youtube.com/watch?v=ViPufiyTYis
Asma,Birds,2,2,2015-11-03,2016-03-01,https://youtube.com/watch?v=arbWiChaqQQ
Pearson Sound,Glass Eye,2,2,2015-03-17,2016-02-29,https://youtube.com/watch?v=psmfdtg8CXk
Anthony Parasole,7EVEN,2,2,2015-05-11,2016-02-29,https://youtube.com/watch?v=dW5XOvzJaQE
Truncate,Transients (Mike Gervais Remix) [TRUNCATE],1,1,2016-02-29,2016-02-29,https://youtube.com/watch?v=h-pS-qDC710
Submission,Women Beat Their Men,6,6,2012-09-06,2016-03-21,https://youtube.com/watch?v=ZFGAtQgCbbM
Antigone,Prime Mover,3,3,2015-06-08,2016-02-29,https://youtube.com/watch?v=oXHHQFzRNy0
Reeko,To The Sun,5,5,2015-06-01,2016-02-29,https://youtube.com/watch?v=vpfkJg1Nqfk
,Michael Kruck- Transposer (Originall mix) [ ACHROMATIQ RECORDS],1,1,2016-02-29,2016-02-29,https://youtube.com/watch?v=eUF7tsQ6Vn8
Orion,Patos [GKNSTR 07],2,2,2015-11-30,2016-02-29,https://youtube.com/watch?v=BmshMkQFEdg
Kobosil,Oath,3,3,2014-03-23,2016-02-28,http://youtu.be/Cs8RA-BcDhI
Christopher Joseph,Mind at Sea (Flexxseal 004),6,6,2015-03-04,2016-02-28,https://youtube.com/watch?v=1jRVqihh54M
,Gunnar Haslam- Overcomplete,4,4,2015-04-15,2017-07-09,https://youtu.be/JQzs9E99qyk
UVB,Mixtion [MORD 009],8,8,2014-08-11,2016-02-25,https://youtube.com/watch?time_continue=228&v=2mDSLDJPPdw
Z.I.P.P.O,I Was There [FIDES 003],1,1,2016-02-24,2016-02-24,https://youtube.com/watch?v=HV5fZnzzhzw
Jeroen Search & Markus Suckut,JSMS 4.3 [Figure SPC K],4,4,2013-10-21,2016-02-22,https://youtube.com/watch?v=oItefL1SmRw
Truncate,Dial (Ben Sims Remix) [TRUNCATE],2,2,2015-02-02,2016-02-22,https://youtube.com/watch?v=IhM9AngeMvM
,Mike Parker   Lustration Eleven Sarychev Edit Select Remix,1,1,2016-02-22,2016-02-22,https://youtube.com/watch?v=mgmbbWvoLIE&list=PLsS1HiC6X8R8auL1W3gZ_ObVGIIJcfidD&index=14
Underworld,Dark & Long (Dark Train),2,2,2016-02-22,2016-02-22,https://youtube.com/watch?v=JWQwYW_v_t4
Transient X4,78 (Exium Remix),2,2,2015-02-25,2016-02-22,https://youtube.com/watch?v=_g5tSosMXro
Truncate,Room Mode (Original Mix) [TRUNCATE],2,2,2014-12-15,2016-02-22,http://youtu.be/Ivwah45F1u0
,Dj Hyperactive Wide open original mix,1,1,2016-02-22,2016-02-22,http://youtu.be/Vy9ftLeOFEY
Cømpass,Porrima [MUTEWAX Limited],4,4,2015-08-06,2016-02-21,http://youtu.be/FFMJUyi4rMg
Kwartz,Second Function (Original mix),1,1,2016-02-19,2016-02-19,https://youtube.com/watch?v=8QEVbVdsQ-A
Fiedel,Likedeeler,2,2,2015-09-15,2016-02-16,https://youtube.com/watch?v=gMYcXzQxctM
Deuce,Guttering,2,2,2014-10-27,2016-02-16,https://youtube.com/watch?v=TB5BAv8Dh-E
,SNTS | ES19.2 (Blue Hour Remix),3,3,2015-06-01,2016-02-21,https://youtu.be/dKsPqpSEdq8
DJ Bone,Cultural Variance,2,2,2015-01-04,2016-02-15,https://youtube.com/watch?v=AnvB-8LK0mM
Substance & Vainqueur,Resonance,1,1,2016-02-15,2016-02-15,https://youtube.com/watch?v=5DkomAjhKqs
Slam feat. Tyrone 'Visionary' Palmer,Lifetimes,1,1,2016-02-15,2016-02-15,https://youtube.com/watch?v=R-E3LJksXZE
Trevino,Forged (Klockworks 09),3,3,2015-06-01,2016-02-15,https://youtube.com/watch?v=3o74Ul5JvYY
Slam,Factory Music (Planetary Assault Systems Remix) [SOMA],5,5,2015-02-17,2016-02-15,http://youtu.be/89UoDEXiCkU
Inigo Kennedy,Requiem (Efdemin ''Journey To The Stars'' Mix) | Token,1,1,2016-02-15,2016-02-15,https://youtube.com/watch?v=Qx61s8wHSFA
Elad Magdasi,No Ego,1,1,2016-02-15,2016-02-15,https://youtube.com/watch?v=BjWN6niPy-o
Slam,Rotary [SOMA],6,6,2014-10-10,2016-02-15,https://youtube.com/watch?v=8_grkFXyAeY
Markus Suckut,Section,4,4,2012-07-26,2016-02-21,https://youtube.com/watch?v=8zyWdWbX9rI
James Ruskin,Lahaine,2,2,2014-07-28,2016-02-15,https://youtube.com/watch?v=lLVshTfwA3c
Dave Clarke,Wisdom To The Wise (Red 2) (A. Mochi Re-Edit) [BOYSNOIZE RECORDS],3,3,2015-05-11,2016-02-15,http://youtu.be/ykdciLMQHoc
Voiski,Wax Fashion,4,4,2014-09-03,2016-02-10,https://youtube.com/watch?v=lQ8CecenRZA
Rabit ft. Riko Dan,Black Dragons,1,1,2016-02-09,2016-02-09,https://youtube.com/watch?v=z8QpAf1XfEM
Phase,Behind The Sun,7,7,2013-01-28,2016-02-09,https://youtube.com/watch?v=QlOwM9Nuats
Vronsky,Hospital20#,1,1,2016-02-09,2016-02-09,https://youtu.be/fgeZi2goEpI
,Blue Hour | Reference 97 [Blue Hour 2014],6,6,2014-05-05,2016-02-08,https://youtube.com/watch?v=GAffrzNhQ0Y
Fango,Vampiro,4,4,2014-07-30,2016-02-08,https://youtube.com/watch?v=1YmHmX_dzgA
Vril,Portal 7 [DELSIN110],2,2,2015-07-20,2016-02-08,https://youtube.com/watch?v=HNFAGv4w22M
ROBERT HOOD,Range      (Superman/Range - [M-Plant]),15,15,2011-02-28,2016-02-08,https://youtube.com/watch?v=InOYe0jyOQo
Psyk,Eclipse (Original Mix) [CLR],4,4,2014-01-12,2016-02-08,https://youtube.com/watch?v=2N-437CJs_E
Psyk,Eclipse,11,11,2013-12-09,2016-02-08,https://youtube.com/watch?v=yc_v54jXsw0
Frozen Border,6.2,2,2,2013-05-21,2016-02-07,https://youtube.com/watch?v=hKqOLwL1Dc4
Daft Punk,Alive,3,3,2013-06-24,2016-02-02,https://youtu.be/8zZD_ItaEuU
INXS,Need You Tonight,1,1,2016-02-02,2016-02-02,https://youtube.com/watch?v=w-rv2BQa2OU
Codex Empire,Slate to Marble,1,1,2016-02-02,2016-02-02,https://youtube.com/watch?v=qeLGfSo6erM
Gareth Wild,Vexile (Original Mix) [LDNWHT],2,2,2016-02-01,2016-02-02,https://youtube.com/watch?v=TY-kn2hDFQc
Agony Forces,Vertebra,3,3,2013-11-12,2016-02-01,https://youtube.com/watch?v=VbknbPVjhbM
Orion,Sun [GKNSTR04],7,7,2014-08-26,2016-02-01,https://youtube.com/watch?v=UmDQokdCCZM
Stefan Vincent,Doubtful Sentient,1,1,2016-02-01,2016-02-01,https://youtube.com/watch?v=-5HLPyp0DNE
Rødhåd,Like Tears In The Rain [DYSTOPIAN 010],2,2,2015-03-30,2016-02-01,https://youtube.com/watch?v=hrNuU7zBKgA
Yaleesa Hall x Malin,First Lucas [Will & Ink],1,1,2016-02-01,2016-02-01,https://youtube.com/watch?v=vM0kT5pMLyk
Marcel Dettmann,Quicksand,3,3,2011-08-22,2016-02-01,https://youtube.com/watch?v=dhNbnPCBGng
Jeff Mills,Sugar is Sweeter,5,5,2012-10-01,2016-02-01,https://youtube.com/watch?v=QnAgu5bg1D4
Surgeon,Radiance,4,4,2012-10-04,2016-02-01,https://youtube.com/watch?v=0rFWda83F8w
Richie Hawtin,The Tunnel (Full Track),2,2,2015-04-12,2016-02-01,https://youtube.com/watch?v=OEpedLxJ4io
Omar-S,Triangulum Australe (Say It In Space) HQ,6,6,2013-03-17,2016-02-01,https://youtube.com/watch?v=NixZMHEW1SA
Ø [Phase],Orbitron,4,4,2015-11-23,2016-02-01,https://youtube.com/watch?v=b2aeDkSQbQA
Mathame,Defrhama (official videoclip),1,1,2016-02-01,2016-02-01,http://youtu.be/M6YswnUq5sI
Roman Poncet,Afterglow (Original Mix) [ARTS],4,4,2014-12-29,2016-02-01,https://youtube.com/watch?v=3gOQ5gmijtY
Developer,In Pure Form 15,3,3,2015-04-22,2016-02-01,https://youtube.com/watch?v=qBpKbLTfRpI
Aphrohead AKA Felix Da Housecat,In The Dark We Live (Thee Lite),5,5,2014-02-10,2016-02-01,https://youtube.com/watch?v=scdpWJRF_mQ
,PVS Fuckin'society (Original mix)[hmvvrk001],7,7,2013-09-17,2016-02-01,https://youtube.com/watch?v=nPEO8FrYuy4
DJ Rum,Mountains Pt.1,2,2,2016-01-03,2016-02-01,https://youtube.com/watch?v=B1VojiHoqcI
Magnus,Act One,4,4,2012-12-03,2016-02-01,http://youtu.be/EzOHhJQsy4o
Trus'me,Sweetmother (Marcel Dettmann Remix),4,4,2012-05-27,2016-01-31,https://youtube.com/watch?v=EvQ2u_rmNLk
Playing With Knives,Bizarre INC,2,2,2016-01-31,2016-03-02,https://youtube.com/watch?v=wLAst89wwvE
,"Kobosil | We Grow, You Decline | ostgutcd35/lp21 by Ostgut Ton",1,1,2016-01-28,2016-01-28,https://soundcloud.com/ostgutton-official/sets/kobosil-we-grow-you-decline?utm_source=soundcloud&utm_campaign=share&utm_medium=facebook
,Homosexualis Discothecus,1,1,2016-01-28,2016-01-28,https://youtube.com/watch?v=ymUipfBBG8M
BABY D,Let Me Be Your Fantasy (Original Version),3,3,2014-04-22,2016-01-26,https://youtube.com/watch?v=f17b8m5fniU
Artefakt,Transit,2,2,2015-09-14,2016-01-25,https://youtube.com/watch?v=26VqDnbFxTQ
Patrick Walker,Magnetic Storm,2,2,2016-01-25,2016-01-25,https://youtube.com/watch?v=uW496FePuAg
Friends of Matthew,Out There,2,2,2014-08-22,2016-01-25,https://youtube.com/watch?v=yImtNAsLKuk
Post Scriptum,Human Timescales,1,1,2016-01-25,2016-01-25,https://youtube.com/watch?v=v5odl8DC0nk
Heiko Laux,Dry Me,1,1,2016-01-25,2016-01-25,https://youtube.com/watch?v=gnrJCDvC5Rk
Sandwell District,Feed Forward Test Session (Recorded Live in Berlin),2,2,2014-10-27,2016-01-25,https://youtube.com/watch?v=aR9IoKN1mhw
Floating Points,Nuits Sonores,4,4,2014-12-14,2016-01-25,https://youtube.com/watch?v=1LtsjqgF6fw
Jeff Mills,Late Night (Mills Mix),2,2,2011-02-14,2016-01-25,https://youtube.com/watch?v=MY__-j3Vxn4
Cassegrain & Tin Man,Oxide [Ostgut Ton 087],2,2,2015-11-01,2016-01-25,https://youtube.com/watch?v=L556wOAQocA
A2. Buck,Nuove Sessioni (Inland Remix) by Out Electronic Recordings,2,2,2015-12-15,2016-01-25,https://soundcloud.com/out_electronic_recording/a2-buck-nuove-sessioni-inland-remix
Mono Junk,"""Channel B""",1,1,2016-01-25,2016-01-25,https://youtube.com/watch?v=c-_7gmKiFmQ
MAURICE,This Is Acid (A New Dance Craze) [HD SOUND],5,5,2013-01-06,2016-01-25,https://youtube.com/watch?v=aQUIsgrlp10
Innercity,Big Fun (KMS | 1988),2,2,2016-01-04,2016-01-25,https://youtube.com/watch?v=TvvcJWwq78E
Cassegrain & Tin Man,Ether Ether [INF019],2,2,2015-08-17,2016-01-24,http://youtu.be/6yFx6D1TKRo
FJAAK,Rush,1,1,2016-01-23,2016-01-23,https://youtube.com/watch?v=WFWP8gkdVdI
Boddika & Joy Orbison,Mercy (Boddika's VIP),1,1,2016-01-23,2016-01-23,https://youtube.com/watch?v=5NOdXLasSJA
FJAAK,Gewerbe 15,1,1,2016-01-23,2016-01-23,https://youtube.com/watch?v=7GgWs0bLjPA
Marcel Dettmann,Linux,5,5,2013-01-28,2016-07-04,https://youtube.com/watch?v=VB2qMNhR_DY
DVS1,Confused [Klockworks],2,2,2012-03-06,2016-01-19,https://youtube.com/watch?v=4e201GbAX6U
Steve Bug,Loverboy,2,2,2013-06-17,2016-01-19,https://youtube.com/watch?v=jv0wPNGVyYA
DJ Rolando aka The Aztec Mystic,Jaguar (Original Mix),2,2,2016-01-19,2016-03-07,https://youtube.com/watch?v=LK2qFtDanxw
Rrose,Bare Hand,3,3,2012-03-19,2016-01-18,https://youtube.com/watch?v=-aATMJ5NjvA
,Oxia- Domino,1,1,2016-01-18,2016-01-18,https://youtube.com/watch?v=7hUkQSqyRb8
DJ Hyperactive,Music Box,10,10,2010-09-16,2017-08-02,https://youtube.com/watch?v=1HHoWvltdkM
AnD,ADBF,3,3,2014-11-17,2016-01-18,https://youtube.com/watch?v=5D9Qt2tfW_Y
