Date,Year,Month,EventTitle,Rooms,ArtistsPerRoom,Pressetext,SourceURL,Notes
2025-04-12,2025,April,Klubnacht,"Panorama Bar, Berghain, Säule",Panorama Bar: Nick Höppner | LOVEFOXY | DJ Subaru | Soft Crash | David Vunk | Shubostar | Naomi; Berghain: Kyle Geiger | YANT | Alienata | Lily Ackerman | Aurora Halal | Zisko | Kangding Ray; Säule: Barker & JakoJako Live,"Musiktrends kommen und gehen - Italodisco bleibt für die Ewigkeit. Fast alle DJs der heutigen Klubnacht in der Panorama Bar haben eine Schwäche für diesen spacigen Sound, der in den frühen 80er Jahren mit seinen motorisierten Basslines, schwelgerischen Synthesizern und unwiderstehlich naiven Vocals vieles vorwegnahm, was ein paar Jahre später in Chicago in reduzierter, sinnlicher Form als House Music auf die Tanzflächen kam. Shubostar heißt auf koreanisch “das Mädchen aus dem Weltall”, und so verwundert es nicht, dass die gleichnamige DJ aus Seoul, die derzeit in Berlin lebt, ein Faible für den vergleichsweise langsamen Cosmic Disco Sound hat, der ursprünglich von Daniele Baldelli Ende der 70er Jahre in der Diskothek Cosmic am Gardasee initiiert wurde. In ihren Sets mischt sie Soundtracks von Computerspielen mit Klassikern wie Kraftwerk und Yellow Magic Orchestra mit Tracks von DJ City und Sally Shapiro. Die in Leeds lebende Britin DJ Subaru ist Mitorganisatorin und Resident DJ der dortigen Pleasuremaxxx-Partys. Ihre Debüt-EP Lots of Love, die letztes Jahr auf dem Palms Traxx-Label CWPT veröffentlicht wurde, zeigt sie als Produzentin ausdrucksstarker Italo-Bodymusic-Hymnen. Das sonntägliche Highlight in der Säule: ein gemeinsamer Live-Jam von Barker und JakoJako.",https://www.berghain.de/de/event/78640/,Derived from berghain/klubnacht_2024_2026.md
2025-04-19,2025,April,Oster Klubnacht,"Berghain, Panorama Bar",Berghain: Fadi Mohem | Efdemin | Chami | Elisa Bee | Blue Hour | Virginia | Developer | Mark Williams | Kittin; Panorama Bar: Nicola Cruz | Dustin Zahn | Richard Akingbehin | Abajour | Christian AB | Soundstream | Sedef Adasï | Hiroko Yamamura | Gabrielle Kwarteng | Steffi | Paquita Gordon | Âme,"Panorama Bar ab Samstag 23:59Berghain ab Sonntag 16:00 Uhr nach SNAXEaster dance party, all genders welcome, play safe, no to chems! Dress code: come as you are!",https://www.berghain.de/de/event/78641/,Derived from berghain/klubnacht_2024_2026.md
2025-04-26,2025,April,Klubnacht,"Panorama Bar, Berghain",Panorama Bar: Mike Starr | Mister Joshooa | Loren | Moopie | DJ Dustin | Gerd Janson | Jana Falcon; Berghain: Philippa Pacho | ANNĒ | Ignez | Drumcell | Dax J | Speedy J | David Fogarty,"Mister Joshooa prägt seit mehr als 20 Jahren die Musikszene in Detroit. Als Music Director und Manager des Clubs TV Lounge hat er aus einer ursprünglich lokalen Bar einen der beständigsten Clubs in der Geburtsstadt des Techno gemacht, in dem regelmäßig Newcomer und die DJs auflegen, die den Sound der Autostadt einst erfunden haben. Wie so viele Techno-Größen vor ihm ist sein Sound schwer zu klassifizieren, aber stark von den Klängen des Midwest House und Techno beeinflusst. Mister Joshooa spielt bei dieser Klubnacht sein erstes Set in der Panorama Bar. Eine weitere Premiere feiert der in Melbourne lebende australische DJ Moopie, der mit A Colourful Storm eines der interessantesten Labels der letzten zehn Jahre betreibt. 2016 nach einer Mix-Serie gegründet, hat das Label seitdem eine umfassende, äußerst diverse Mischung aus alter und neuer Musik veröffentlicht, die von Reissues von 90er Jahre Kulttracks von Christoph de Babalon und Velocette, über aktuelle melancholische IDM-Elektronik, Jungle, japanischer Free Folk und subtiler Pop Music reicht. Seine DJ-Sets sieht er als eine eher funktionale Praxis, bei der Energie der wichtigste Parameter ist. Beides, das Labelmachen und das Auflegen, “überschneidet sich aber oft auf wunderbare Weise, zum Beispiel wenn ich am Ende eines langen Sets etwas von Maxine Funke oder von der Balladen-Compilation Time is Away spiele”.",https://www.berghain.de/de/event/78642/,Derived from berghain/klubnacht_2024_2026.md
2025-05-03,2025,May,Klubnacht,"Berghain, Panorama Bar",Berghain: Quelza | Denise Rabe | Sol Ortega | Darwin | DVS1 | Verraco | MARRØN; Panorama Bar: Oracy | Bakked | Bell Towers | A For Alpha | Baby Rollén | Make A Dance | Natascha Kann,"Premiere in der Panorama Bar für A For Alpha, mit bürgerlichem Namen Abby Gray, eine britische DJ und Produzentin mit einer wöchentlichen Radioshow auf SWU:FM. In ihren genreübergreifenden DJ-Sets verbindet sie House, Garage und Techno und schlägt damit eine Brücke zwischen den Sounds der 90er Jahre und der Gegenwart. Ein ähnliches Konzept verfolgt sie auch mit ihrem Label Alphaís Trip, das sie 2023 mit einer Remix-EP des 1997er Speed-Garage-Klassikers ""Sexuality” von Paul Rayner startete. Das Londoner Duo Make A Dance verfolgt mit seinem Projekt, Label (M.A.D Records) und Veranstaltungsreihe einen klaren künstlerischen Ansatz: Inspiriert von den House- und Disco-Sounds der 80er Jahre kreieren sie Musik, die ein Gefühl von Freiheit und Hedonismus evoziert und gleichzeitig auf heutige Produktionsstandarts setzt. Ebenfalls zum ersten Mal spielt der Italiener Bakked bei uns. Auf seinen Releases auf Labels wie Unknown To The Unknown, Outcast Planet und seinem eigenen Imprint Outban fährt er einen düsteren, spannungsgeladenen Tech-House, der stark von italienischen Giallo-Soundtracks inspiriert ist.",https://www.berghain.de/de/event/79213/,Derived from berghain/klubnacht_2024_2026.md
2025-05-10,2025,May,Klubnacht,"Berghain, Panorama Bar, Säule",Berghain: Inox Traxx | SORCERY Live | Kwartz | Jesse G | BLANKA | Luke Slater | Marcel Dettmann | Efdemin; Panorama Bar: Dorisburg | Mystery Affair | nd_baumecker | Lakuti B2B Tama Sumo | Floorplan | Justin Cudmore | Massimiliano Pagliara; Säule: Portable Live,"Merlin Ettore ist ein in Montreal geborener und in Berlin lebender Schlagzeuger, Produzent und bildender Künstler. Unter dem Namen Sorcery verbindet er akustische, organische Klänge mit elektronischen Drums und legt Wert auf interdisziplinäre Kunstformen. Im Studio arbeitet er mit analogen und digitalen Instrumenten. Sein Kompositionsprozess ist zweigeteilt: Die texturale Ebene ist experimentell und hands-on, während die strukturelle Ebene, das Arrangement, hauptsächlich am Computer stattfindet. Seine Spielweise ist stark von seiner Erfahrung als musikalischer Leiter und Schlagzeuger für Theater-, Tanz- und Zirkusproduktionen geprägt. Heute spielt Sorcery seinen energetischen Techno live im Berghain. Zum Sonntagskonzert in der Säule spielt Alan Abrahams alias Portable seinen afro-elektronischen Autoren-House. Im April erschien seine neue Single ""It#s Never Again"", die ganz in seinem Stil eine einnehmende Mischung aus spirituellem Clubsound, konzeptioneller Elektronik und persönlichem, fast zerbrechlichem Gesang ist.",https://www.berghain.de/de/event/79214/,Derived from berghain/klubnacht_2024_2026.md
2025-05-17,2025,May,Klubnacht,"Panorama Bar, Berghain",Panorama Bar: Ryan Elliott | Henriku | Alexander Skancke | Vera | OMOLOKO | Sumi & vince | Suze Ijó; Berghain: Amotik | Len Faki | Isabel Soto | Gaetano Parisio | Fiedel | John Talabot | Reka Zalan,"Gaetano Parisio ist einer der beständigsten Künstler der italienischen Techno-Szene und veröffentlicht seit den 90er Jahren treibende, präzise und hypnotische Tracks. Als Mitbegründer der neapolitanischen Techno-Schule wurde er unter dem Namen Gaetek mit Veröffentlichungen auf Labels wie Planet Rhythm bekannt. 1997 gründete er das Label Conform, das zur Plattform für Künstler wie Marco Carola, Adam Beyer oder Ben Sims wurde. Mit ART, einem Solo-Projekt-Sublabel, verfolgte er einen konzeptuellen Ansatz, der mit der Chapter-Serie auf Southsoul fortgesetzt wurde. Später folgte die minimalistische Serie Adagio. 2007 zog er sich zurück, produzierte aber weiter und veröffentlicht seit 2022 wieder kontinuierlich Musik. Parisio spielt bei dieser Klubnacht im Berghain. Alexander Skancke ist ein Berliner DJ, Produzent und Betreiber des Labels Quirk. Sein Musikstil ist geprägt von seiner Liebe zu Vinyl, klassischen House-Produktionen und einer Faszination für Vintage-Equipment. Skancke legt heute zum ersten Mal in der Panorama Bar auf, zusammen mit seinem Music Partner in Crime Henriku, mit dem er nicht nur diverse Platten veröffentlicht hat, sondern auch im äuﬂerst sympathischen Kreuzberger Plattenladen Bikini Waxx arbeitet.",https://www.berghain.de/de/event/79215/,Derived from berghain/klubnacht_2024_2026.md
2025-05-24,2025,May,Klubnacht,"Panorama Bar, Berghain",Panorama Bar: Chloé | ISAbella | Dukwa | Nikola | Victor | Ogazón | Lis Sarroca; Berghain: Norman Nodge | Yanamaste Live | Unhuman | Nastya Vogan | Phara | Ben Klock | AMORAL | Phase Fatale,"Irakli Danelia alias Yanamaste ist eine der markantesten Stimmen der georgischen Technoszene. Aufgewachsen in Batumi, prägten ihn frühe Erfahrungen mit Klavier, Gitarre und Schlagzeug sowie Einflüsse aus Klassik, Hip-Hop und elektronischer Musik. Mit 14 entdeckte er Techno für sich, zwei Jahre später begann er zu produzieren. Nach einem abgebrochenen Modedesignstudium in Kiew widmete er sich ganz der Musik. 2017 wurde er Resident im Tifliser Club KHIDI, 2018 erschien sein Debüt-EP Cirk, zuletzt die EP Evil auf SHDWís Mutual Rytm. Klanglich bewegt sich Yanamaste zwischen tiefen, strukturierten Rhythmen, funkigen Drumpattern, donnernden Effekten und verfremdeten Klangtexturen. Bei dieser Klubnacht gibt er sein Live-Debüt im Berghain. Marco D'Aquino aka Dukwa ist ein italienischer DJ und Produzent aus Florenz. Seit 2008 bewegt er sich zwischen Techno, House und experimenteller Musik und hat dabei seinen eigenen, atmosphärisch-groovigen Stil entwickelt. Nach Veröffentlichungen auf Gudu, Diynamic und Shall Not Fade erscheint demnächst sein Album Zeitgeist auf slacker85, dem Label von Seth Troxler. Nachdem er bereits 2017 bei einer Numbers-Night in der Panorama Bar live performte, wird er nun sein erstes DJ-Set bei uns spielen.",https://www.berghain.de/de/event/79216/,Derived from berghain/klubnacht_2024_2026.md
2025-05-31,2025,May,Klubnacht,"Berghain, Panorama Bar, Säule",Berghain: Mary Yuzovskaya | Tobias. Live | Anika Kunst | DJ Surgeles | Auspex | Stefan Goldmann | Stojche | Perfo; Panorama Bar: BASHKKA | Carlos Valdes | Heidi Lawden | Cinthie | DJ Rush | André Galluzzi | Alex Kassian; Säule: Egyptian Lover Live,"Der Niederländer Kole Leijenn alias DJ Surgeles legt seit 1998 auf und produziert spacigen, von Detroit beeinflussten Techno mit futuristischem Sounddesign. Seine musikalische Reise begann früh - mit fünf Jahren entdeckte er die Plattensammlung seiner Eltern, mit acht machte ihn seine Schwester mit House bekannt. Kurz darauf bekam er seine ersten Turntables geschenkt und entwickelte schnell eine Leidenschaft fürs Auflegen und Produzieren. 2005 gab er Jeff Mills ein Demo - einen Tag später meldete sich dieser zurück und veröffentlichte kurz darauf einen Surgeles-Mix auf Axis Records zum Jubiläum von „The Bells“. Es folgten fünf weitere Alben auf Mills‘ Label sowie Platten auf seinem eigenen U.F.F Records. Zur heutigen Klubnacht spielt Surgeles zum ersten Mal im Berghain. Der Pionier des Westcoast-Electros und eine der schillerndsten Figuren der 80er Jahre, Egyptian Lover, kehrt nach seinem letzten Konzert im Juli vergangenen Jahres zum Sonntagskonzert in die Säule zurück - mit seinem neuen Album 1987 im Gepäck, das Electro-Beats mit Funk, Rap und einer unverwechselbaren Prise Sex-Appeal verbindet.",https://www.berghain.de/de/event/79217/,Derived from berghain/klubnacht_2024_2026.md
2025-06-07,2025,June,Klubnacht,"Panorama Bar, Berghain, Säule",Panorama Bar: Oracy | Amy Dabbs | Chris Cruse | Bennet | Julie Marghilano | Junki Inoue | Binh | Todd Edwards | Mike Starr; Berghain: Temudo | Nastia Reigel | JakoJako | Answer Code Request | Setaoc Mass | UVB | Oscar Mulero | Mari Sakurai; Säule: Steffi x Virginia Live,"Seit ihrer Hit-Kollaboration Yours aus dem Jahr 2011 sind die beiden Panorama-Bar-­Resident-DJs Steffi und Virginia immer wieder neue Wege gegangen, um ihren einzigartigen Ansatz der Dancefloor-Melancholie auszudrücken. In ihrem portugiesischen Domizil und Studio Candy Mountain aufgenommen, erschien Ende April ihr neues Album Patterns Of Vibration über Dekmantel, das sie am Sonntagabend in der Säule live präsentieren werden. Als einer der einflussreichsten Architekten des UK Garage gilt der in New Jersey geborene und inzwischen in Los Angeles lebende Todd Edwards. In den frühen 90ern veröffentlichte er erste Tracks auf dem New Yorker Label Nervous Records und kreier­te danach einen einzigartigen Sound aus kleingehäckselten Vocal-Samples, swingenden House-Beats und funky Basslines, der viel kopiert wurde. Seine Tracks trugen maßgeblich zur Entstehung von UK Garage, Speed Garage und Dubstep bei. Mit Daft Punk arbeitete er an zwei Alben zusammen, bevor er nach einem Burnout zwischen 2001 und 2010 eine Pause vom Musikleben einlegte. Sechs Jahre nach seinem letzten Gig spielt Edwards wieder einmal in der Panorama Bar.",https://www.berghain.de/de/event/79218/,Derived from berghain/klubnacht_2024_2026.md
2025-06-14,2025,June,Klubnacht,"Panorama Bar, Berghain, Garten",Panorama Bar: Mozhgan B2B Solar | Richard Akingbehin | Gwenan | Âme | Gabrielle Kwarteng; Berghain: Altinbas | ABS8LUTE | Aöcram | Rolando | Lolsnake | Beste Hira | Andy Martin; Garten: Hiroko Yamamura | Derrick Carter,"Panorama-Bar-Premiere für Gwenan, die in den walisischen Bergen aufwuchs, in London lebte und vor einigen Jahren nach Berlin zog. Ihr musikalischer Werdegang wurde stark von Freunden und Kolleg*innen beeinflusst, darunter Joe Delon, der sie 2007 zu ihrer ersten Techno-Nacht mitnahm. Weitere wichtige Einflüsse für ihre feinfühligen, groovorientierten Sets sind Jane Fitz und Nicolas Lutz, deren DJ-Stile sie inspirierten, sowie der Sound der frühen 90er aus Sheffield und Detroit. Als Produzentin bewegt sich Gwenan zwischen abstrakter Elektronik und tanzbaren Grooves und kombiniert dabei klassische Hardware, Software und modulare Synthesizer. Live tritt sie unter anderem mit Eli Verveine als Duo Gin & Tonic auf. Derrick Carter wiederum gehört zu den prägenden Figuren der Chicagoer House-Szene. Als DJ und Produzent hat er seit den späten 80er-Jahren wesentlich dazu beigetragen, House-Musik als eigenständige kulturelle Bewegung zu etablieren. Sein Sound kombiniert Elemente aus Disco, Funk, Techno und klassischem Chicago House. Dabei verzichtet er auf eindeutige Genregrenzen und bevorzugt musikalische Übergänge, die auf körperliches Empfinden und intuitive Bewegung setzen. Dass House ursprünglich als Ausdruck queerer, Schwarzer Lebensrealitäten entstand, ist für den Mentor und best buddy von Honey Dijon keine historische Fußnote, sondern ein wesentlicher Bestandteil seiner musikalischen und persönlichen Identität.",https://www.berghain.de/de/event/79219/,Derived from berghain/klubnacht_2024_2026.md
2025-06-21,2025,June,Klubnacht,"Panorama Bar, Berghain, Garten",Panorama Bar: Francesco del Garda | Hardt Antoine | PARAMIDA | Opal Sunn Live | Marie Montexier | Cinthie; Berghain: Abstract Division | Peter Van Hoesen Live | Dotdat | Kyle Geiger | Tasha | Blasha & Allatt | DJ Nobu | Kameliia; Garten: Massimiliano Pagliara | Zombies In Miami,"Peter Van Hoesen ist ein belgischer Produzent, Live-Performer, Sounddesigner und Mastering-Ingenieur. Er wuchs in Antwerpen auf und begann schon früh, Musik zu machen – zunächst klassisch, dann in Bands als Bassist und Keyboarder. Mit 18 Jahren zog er nach Brüssel, wo er in den Clubs seine Leidenschaft für elektronische Musik entdeckte. Während seines Studiums veranstaltete er eigene Techno-Events. Ab 2004 experimentierte er auch mit Drum'n'Bass und organisierte eine der ersten Dubstep-Veranstaltungen in Belgien. Trotz seiner stilistischen Bandbreite ist Van Hoesen vor allem für seine abstrakte, bassbetonte Version von Techno bekannt. Daneben komponierte er auch für Tanz, Multimedia-Installationen und 52-Kanal-Raumklangwerke. Heute Abend spielt Van Hoesen live im Berghain. Seit ihren ersten Veröffentlichungen im Jahr 2016 auf dem eigenen Label Planet Sundae verfolgt das Berliner Duo Opal Sunn einen eigenwilligen Zugang zur elektronischen Musik: emotional aufgeladen, vielschichtig und mit einem Feingefühl für halluzinogen wirkende House Music. Percussion, Acid-Basslinien und weite polyphone Flächen verschmelzen in ihren Live-Sets zu einem offenen Spielfeld, in dem sich Komposition und Improvisation ständig durchdringen. Al Kassian und Hiroaki OBA bringen ihren Sound heute Nacht live in die Panorama Bar.",https://www.berghain.de/de/event/79220/,Derived from berghain/klubnacht_2024_2026.md
2025-06-28,2025,June,Klubnacht,"Panorama Bar, Berghain, Garten",Panorama Bar: Roman Flügel | Charles Moon | Naomi | Chida | Fred P; Berghain: Nørbak | Jelena | CHAMI face 2 face OPH | Ryan Elliott | DJ Maria. | Ben Klock | Pink Concrete; Garten: Paulete Lindacelva | Alinka,"Jelena ist eine in Zürich lebende DJ und Produzentin, deren Leidenschaft für elektronische Musik sich in einem Stil widerspiegelt, der von hypnotischen Texturen und treibenden Grooves geprägt ist. In ihren Produktionen, wie zuletzt der bei Room Trax erschienenen Bleep Me, Bleep Me Really Good EP, verbindet sie eine breite Palette an Einflüssen – von tiefen, hypnotischen Rhythmen über melodische Höhenflüge bis hin zu experimentellen elektronischen Sounds. Dass sich die Schweizer DJ, die bereits eine Residency im Basler Club Elysia hatte, musikalisch bestens mit JakoJako versteht und bereits mehrere B2B-Sets mit ihr gespielt hat, überrascht nicht. Zur heutigen Klubnacht spielt Jelena ihre Premiere auf dem großen Floor. Ebenfalls ihre Premiere spielt Paulete Lindacelva, eine DJ und Produzentin aus Pernambuco, die derzeit in São Paulo lebt. Ihre Sets weben einen lebhaften Klangteppich aus House, Disco und tropischen Rhythmen, der ihre tiefe Verbundenheit mit dem Erbe des Chicagoer House und der brasilianischen Musik widerspiegelt.",https://www.berghain.de/de/event/79221/,Derived from berghain/klubnacht_2024_2026.md
2025-07-05,2025,July,Klubnacht,"Berghain, Panorama Bar, Garten",Berghain: Fadi Mohem | Peder Mannerfelt | Quelza | Phase Fatale | Philippa Pacho | Luke Slater | GiGi FM; Panorama Bar: Monkey Timers | Kiara Scuro | Deepa | Yamarchy | Gene On Earth; Garten: Sound Metaphors DJs | Chucheewa,"Peder Mannerfelts vielschichtiges und abenteuerlustiges Schaffen hat ihm den Ruf als einer der profiliertesten Exzentriker der elektronischen Musik verliehen. Nach mehreren Alben im Duo Roll the Dice steuerte er seine Produzentenqualitäten zu Fever Rays Alben bei. Zusammen mit Pär Grindvik lotete er unter dem Namen Aasthma die Möglichkeiten eines technoiden Popentwurfs aus. Am prägnantesten wirkt jedoch Mannerfelts musikalische Handschrift unter eigenem Namen. Neben Veröffentlichungen auf Labels wie Voam, Hinge Finger und Numbers betreibt er mit Peder Mannerfelt Productions eine eigene Plattform, auf der er Peak-Time-Techno-Tracks mit einem gewissen Twist veröffentlicht. Mannerfelt spielt zu dieser Klubnacht im Berghain. Disko (Not Disko) ist eine Partyreihe im Tokioter Club Mitsuki, die von dem japanischen DJ Yamarchy veranstaltet wird. Gespielt wird dort überwiegend Disco in all seinen aktuellen und vergangenen Mutationen. Yamarchy kommt zusammen mit dem japanischen DJ-Duo Monkey Timers. Diese wurden in den 00er Jahren von DJ-Sets von DJ Harvey und Idjut Boys beeinflusst, ihre extrem tanzbare Nu-Disco-Musik wird inzwischen auf Labels wie Optimo Music veröffentlicht.",https://www.berghain.de/de/event/79222/,Derived from berghain/klubnacht_2024_2026.md
2025-07-12,2025,July,Klubnacht,"Panorama Bar, Berghain",Panorama Bar: Avalon Emerson | Franziska Berns | Matt Vaughan | Victor Rodriguez B2B Perfect Lovers | Budino | Claude VonStroke | André Galluzzi; Berghain: Rene Wise | TWR72 | Kr!z | Lea Occhi | Elisa Bee | Red Rooms | The Lady Machine,"TWR72 steht für kompromisslosen, präzise produzierten Techno, der sich auf treibende Rhythmen und minimalistische Strukturen fokussiert. Ursprünglich als Duo aus Amsterdam gegründet, entwickelte sich TWR72 im Laufe der Jahre zu einem Soloprojekt von Roger van der Zwan. Nach mehr als zwanzig 12""-Veröffentlichungen erschien im vergangenen Jahr sein Debütalbum iOi, das von Hard Wax als ""fresh, highly effective Techno tools"" eingeordnet wurde. TWR72 spielt heute Nacht im Berghain. Im Rahmen seiner ""Life of Leisure""-Tour gastiert der amerikanische House-DJ und -Produzent Claude VonStroke zum ersten Mal nach vielen Jahren wieder in der Panorama Bar. VonStroke ist Mitte der 00er Jahre als DJ, Hitmaker und Betreiber des Labels Dirtybird kometenhaft aufgestiegen. Sein von großen Basslines und eingängigen Vocals geprägter Stil half, einen bestimmten, publikumsfreundlichen Sound international zu etablieren. Vor drei Jahren verkaufte VonStroke sein Label und spielt inzwischen nur noch dort, wo er wirklich spielen will "" mit einem Sound, den er als ""düsterer und raffinierter"" bezeichnet.",https://www.berghain.de/de/event/79223/,Derived from berghain/klubnacht_2024_2026.md
2025-07-19,2025,July,Klubnacht,"Panorama Bar, Berghain, Garten",Panorama Bar: Ogazón | Fort Romeau | DJ Holographic | Nick Höppner | wannadosomething; Berghain: Vincent Neumann | Efdemin | Mary Lake | Marcal | Kwartz | Dasha Rush | Barker; Garten: Fiedel | Soundstream,"Der brasilianische Produzent Marcal gehört zu den spannenden Stimmen des zeitgenössischen Techno. Er verbindet tribalistische Rhythmen und psychedelische Atmosphären mit futuristischem Sounddesign und erschafft so einen Sound, der tief in seinem brasilianischen Erbe verwurzelt ist und zugleich zukunftsgewandt klingt. Seine Sets zeichnen sich durch synkopierte Percussions und kraftvolles Low-End aus. Veröffentlichungen auf Labels wie Rekids, Token und Enemy sowie seine aktuelle EP auf Donato Dozzys Spazio Nero zeigen ihn als Künstler, der den Techno-Dancefloor versteht und eine eigenständige Handschrift hat. An diesem Abend spielt Marcal im Berghain. House In The Dark heißt das Debütalbum von DJ Holographic, das kürzlich auf ihrem neu gegründeten Label Through the Veil erschienen ist. Die in Detroit geborene und aufgewachsene DJ und Produzentin verschmilzt auf diesem Album die afrofuturistische Grundlage von Techno mit einer queeren, feministischen Sichtweise. Astrologie und Themen wie Selbstfindung, Heilung und Empowerment spielen dabei eine Rolle. DJ Holographic spielt eines ihrer Sets, das von House, Disco, Detroit Techno und Electro reicht, in der Panorama Bar.",https://www.berghain.de/de/event/79224/,Derived from berghain/klubnacht_2024_2026.md
2025-07-26,2025,July,CSD Klubnacht,"Panorama Bar, Berghain, Garten",Panorama Bar: Justin Cudmore | nd_baumecker | Luigi Di Venere | Kilopatrah Jones | Stacey Hotwaxx Hale | Cormac | DECIUS | BASHKKA; Berghain: Clarisa Kimskii | Steffi | Boris | Virginia | Partok | Zander Woodz | Roi Perez | Massimiliano Pagliara | Olivia Mendez | Mike Starr; Garten: Lakuti B2B Tama Sumo | Natalie Robinson B2B Katy De Jesus,"Decius sind Lias Saoudi von Fat White Family, Luke & Liam May von Trashmouth Records, und Quinn Whalley von Paranoid London und Warmduscher. Nach ihrer Berghain-Premiere bei unserer 19. Geburtstagsparty, bei der sie live in der Säule spielten, sind die Londoner zurück "" dieses Mal mit einem hybriden Set in der Panorama Bar. Ihr könnt euch auf Favoriten von der Anfang des Jahres erschienenen Decius Vol. II Compilation freuen, wie z. B. das acidische ""We Carry Our Flamboyance As A Warning"". Bei unserer großen Pride-Party wird auch Zander Woodz aus Chicago auf dem Mainfloor spielen: Der Puppy-Player und Pornomodel hat einen überzeugenden Nebenjob als DJ, der rhythmische Tribal-Elemente mit House-, Hardgroove- und Industrial-Einflüssen mischt und dabei gleichermaßen auf Dynamik und Intensität setzt. Mit einem Lineup, das länger und noch queerer ist als unsere übliche Klubnacht, könnt ihr euch auf einen Regenbogen von Residents sowie auf bekannte Gesichter aus aller Welt freuen "" Justin Cudmore, Clarisa Kimskii und Kilopatrah Jones vertreten New York, wo das Original der Christopher Street zu finden ist.",https://www.berghain.de/de/event/79225/,Derived from berghain/klubnacht_2024_2026.md
2025-08-02,2025,August,Klubnacht,"Panorama Bar, Berghain",Panorama Bar: Honey Dijon | Ryan Elliott | Eli Escobar | Nathalie Seres | Rifts | Kenny Dope | Zeynep Erbay; Berghain: Adiel | Roulita | SO | Kaiser | Don Williams | Rødhåd | BLANKA,"Fernab der Epizentren Berlin und Detroit hat sich in Japan eine Szene entwickelt, die durch radikale Präzision, feinsinnige Klangarchitektur und philosophische Tiefe besticht. Japanischer Techno ist dabei nie nur rhythmisches Konzept, sondern auch kulturelle Reflexion: Zen-Buddhismus, Wabi-Sabi und die Ästhetik des Reduzierten prägen die musikalische Handschrift vieler Produzenten. SO ist Resident-DJ und Mitveranstalter des japanischen Kult-Festivals Labyrinth. Er beschreibt seinen Stil als ""Gravitational Space Line Continuum”: ein digitales Universum, in der Raum und Zeit durch Sound moduliert werden. Dies ist heute Nacht im Berghain zu erleben. In der Panorama Bar liegt der Fokus auf dem klassischen House-Sound von New York, der aus der Black-, Latino- und Gay-Clubkultur der 80er Jahre hervorgegangen ist. DJs wie Masters-At-Work-Member Kenny Dope, Eli Escobar und natürlich auch Honey Dijon vereinen in ihren Sets selbstverständlich Elemente aus Disco, Soul, Latin und Funk und spiegeln damit das kulturelle Gefüge der Stadt aufs Wunderbarste wider.",https://www.berghain.de/de/event/79226/,Derived from berghain/klubnacht_2024_2026.md
2025-08-16,2025,August,Klubnacht,"Berghain, Panorama Bar, Garten",Berghain: Aurora Halal | Norman Nodge | Decka | MARRØN | Shinedoe | Dax J | Beste Hira; Panorama Bar: Vlada | Priori Live | Mattias El Mansouri | Louie Vega | Gabrielle Kwarteng | Kim Anh; Garten: Bella Boo | Gerd Janson,"Francis Latreille stammt aus Montréal und ist seit Jahren eine zentrale Figur der nordamerikanischen Elektronikszene. Seine Produktionen als Priori zeichnen sich durch eine mikroskopisch genaue Klanggestaltung aus: Rhythmische Strukturen verzweigen sich wie organische Systeme, gläserne Melodien tauchen aus dem Nichts auf, nur um im nächsten Moment wieder zu vergehen. Mit seinem 2024 auf dem von ihm mitbegründeten Label NAFF Recordings erschienenen dritten Album This But More legt Latreille sein bislang vielschichtigstes Werk vor – ein elektroakustisches Mosaik, das zwischen kontemplativer Clubmusik, Ambient-Textur und spekulativer Klangliteratur oszilliert. Zur heutigen Klubnacht spielt Priori live in der Panorama Bar. Seit ihren ersten Veröffentlichungen auf dem Stockholmer Label Studio Barnhus bewegt sich die Produzentin Bella Boo zwischen warmem House, Jazz-Zitaten und Bedroom-Soul. Ihre eklektischen Produktionen sowie ihr publikumsfreundlicher DJ-Stil haben ihr glühende Kritiken, Fans wie Gerd Janson und eine schwedische Grammy-Nominierung eingebracht. Boo spielt heute neben dem New Yorker House-Schwergewicht Louie Vega ebenfalls in der Panorama Bar.",https://www.berghain.de/de/event/79228/,Derived from berghain/klubnacht_2024_2026.md
